method_of_phasing	ground_truth_data_source	genome_grch38	chrom	interval	start_grch38	end_grch38	n_switch_errors_grch38	n_checked_grch38	n_gt_errors_grch38	n_gt_checked_grch38	MAC_grch38	AN_grch38	multiallelic_grch38	MAF_grch38	decipher	switch_error_rate_grch38	genotype_error_rate_grch38	genome_chm13	start_chm13	end_chm13	n_switch_errors_chm13	n_checked_chm13	n_gt_errors_chm13	n_gt_checked_chm13	MAC_chm13	AN_chm13	multiallelic_chm13	MAF_chm13	switch_error_rate_chm13	genotype_error_rate_chm13	abs_diff_SER	rel_drop_SER	abs_diff_GER	rel_drop_GER
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q25.32	157300000	159300000	714	84180	3742	537757	7600927	66909080	2087	156655.34	False	0.8481824661439772	0.695853331523346	CHM13v2.0	160074579	162074354	638	76193	2850	485546	6843961	60412252	1777	141054.56	0.8373472628719174	0.5869680730559	0.010835203272059779	1.2774613605630147	0.10888525846744601	15.647731143152955
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q32.2	97500000	98700000	645	58885	3665	381120	5118695	47423448	1914	105496.66	False	1.0953553536554301	0.9616393786733837	CHM13v2.0	96706317	97909939	516	47657	2423	307349	4123418	38238612	1510	84983.95	1.0827370585643241	0.7883546066523724	0.012618295091106013	1.1519818704492701	0.17328477202101122	18.01972505119994
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr20	20q11.22	33500000	35800000	937	69896	6404	470180	6004166	58500564	3069	123745.87	False	1.3405631223532106	1.362031562380365	CHM13v2.0	35226553	37520975	677	51081	4143	347430	4333026	43226468	2293	89303.664	1.325346019067755	1.1924704256972627	0.015217103285455558	1.1351276960941292	0.16956113668310224	12.449134173276233
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chrX	Xp11.23	47600000	50100000	590	33908	5374	363870	4216070	45269160	2148	86893.35	True	1.740002359325233	1.476901091049001	CHM13v2.0	47009888	49417662	491	28504	3311	301353	3466943	37491404	1766	71454.016	1.7225652539994387	1.0987114779013316	0.017437105325794233	1.0021311311644632	0.3781896131476694	25.60696958244184
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q24.12	118300000	121500000	1540	145850	9826	945729	12844504	117675556	4020	264726.94	False	1.0558793280767913	1.0389868556425783	CHM13v2.0	119428452	122630227	1268	121203	7378	783172	10666928	97447568	3207	219845.98	1.0461787249490524	0.9420663660089992	0.009700603127738905	0.9187227053121583	0.09692048963357913	9.328365330823852
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q12	37800000	46000000	3082	330932	19259	2385559	27787615	296821100	9875	572706.9	False	0.9313091511247023	0.8073160211086793	CHM13v2.0	37202490	45959545	2573	278518	14761	2003737	23316014	249324872	8408	480542.47	0.9238182092360279	0.7366735255175705	0.007490941888674385	0.8043453540242718	0.0706424955911088	8.750290313091536
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q21.2	83500000	85900000	914	83146	5177	556161	6834153	69194372	2337	140852.7	False	1.099271161571212	0.9308455645038037	CHM13v2.0	83931590	87017433	757	69402	4126	468417	5652394	58277372	1946	116496.43	1.0907466643612576	0.8808390814167719	0.008524497209954518	0.775468101771204	0.05000648308703182	5.372156778088987
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4q21.1	75300000	78000000	1021	126695	5758	766514	11106364	95380616	3240	228903.64	False	0.8058723706539327	0.7511930636622424	CHM13v2.0	78640131	81340837	806	100785	3908	615411	8743865	76569412	2587	180212.03	0.7997221808800912	0.6350227733985905	0.006150189773841519	0.763171687949904	0.11617029026365189	15.464771426042523
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q32.3	98700000	101100000	1128	100399	6640	655478	9010562	81591232	3263	185708.92	False	1.1235171665056425	1.0130011991249135	CHM13v2.0	97909939	100315089	938	84082	4912	549911	7488337	68442312	2621	154335.42	1.1155776503889059	0.8932354508274976	0.0079395161167366	0.7066662044363792	0.11976574829741593	11.822863428086382
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr17	17q23.2	60200000	63100000	1385	97393	8889	702246	7301265	87374816	4227	150479.14	False	1.4220734549710965	1.2657957467895866	CHM13v2.0	61068949	63970246	1126	79701	6896	572523	5908781	71232212	3609	121780.49	1.412780266245091	1.2044930946005663	0.009293188726005486	0.6534956892359944	0.06130265218902031	4.84301296986509
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3p12.1	83500000	87100000	1217	147663	7206	973361	13290975	121105920	4268	273927.6	False	0.8241739636875859	0.7403214223705286	CHM13v2.0	83556432	87174355	1128	137742	4612	902243	12318486	112255872	3698	253884.62	0.8189223330574553	0.5111704939800032	0.005251630630130566	0.6371992881979982	0.2291509283905253	30.95289714253817
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8p21.2	23500000	27500000	2014	190207	13078	1210807	15904421	150649748	5406	327793.12	False	1.0588464146955685	1.0801060780124332	CHM13v2.0	23774881	27777347	1737	165046	9328	1048080	13676671	130402352	4386	281878.34	1.052433866921949	0.8900083963056256	0.006412547773619437	0.6056164222327909	0.19009768170680763	17.599908525338325
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr16	16q23.2	79200000	81600000	1205	148600	6343	1001852	12908077	124647880	4176	266037.5	False	0.8109017496635262	0.6331274479663662	CHM13v2.0	85256228	87661662	1151	142669	5269	958183	12356970	119213640	3912	254678.67	0.8067625062206927	0.549894957435062	0.004139243442833562	0.5104494403361581	0.08323249053130422	13.146245799112123
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q25.1	149200000	152300000	1213	128187	7470	830723	10711917	103362156	3818	220773.33	False	0.9462738031157606	0.8992167064111622	CHM13v2.0	151950769	155067896	1141	121166	5441	779390	10052716	96972072	3399	207187.39	0.9416833104996452	0.6981100604318762	0.004590492616115438	0.48511251193898985	0.20110664597928607	22.36464742541505
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p35.2	29900000	32300000	956	107975	7897	689684	9424758	85972588	3484	194245.77	False	0.8853901366056958	1.1450171382836196	CHM13v2.0	29743244	32157918	763	86587	5216	549195	7583165	68442312	2741	156289.75	0.8811946366082669	0.949753730460037	0.004195499997428853	0.4738589039983032	0.19526340782358265	17.053317482765586
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q23.1	105100000	109500000	1700	174339	11493	1154358	15868204	143624052	4886	327046.16	False	0.9751117076500381	0.9956183437027335	CHM13v2.0	106227505	110628554	1469	151137	9212	1003337	13713627	124832256	4039	282639.03	0.971965832324315	0.918136179568779	0.00314587532572308	0.3226169167124926	0.07748216413395448	7.78231584663216
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q21.2	75300000	79900000	1339	167363	9169	1185756	14260205	147559024	5180	293903.5	False	0.8000573603484641	0.773261952712025	CHM13v2.0	75274601	79878671	1153	144530	6181	1020609	12217077	127001100	4258	251794.7	0.7977582508821699	0.6056188021073692	0.0022991094662941913	0.28736807887034255	0.16764315060465584	21.67999473098203
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q33.3	106400000	109600000	1471	150311	7219	993484	13192740	123609552	4110	271904.16	False	0.9786376246582086	0.7266347520443208	CHM13v2.0	105620405	108828306	1302	133395	5560	887634	11642286	110436372	3585	239948.53	0.976048577532891	0.6263842980327478	0.0025890471253176006	0.26455626271489896	0.10025045401157306	13.796539971358035
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q14.2	85900000	88600000	858	128519	7259	803307	11520620	99965756	3343	237442.66	False	0.6676055680483042	0.9036395798866436	CHM13v2.0	85836684	88519134	707	105831	5343	657362	9467453	81795016	2720	195125.95	0.6680462246411732	0.8127941682056461	-0.0004406565928690709	-0.06600552990552178	0.09084541168099747	10.053279394024939
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q22	92200000	95800000	1566	166282	11687	1044543	14419449	129960820	5337	297186.5	False	0.9417736134999579	1.1188625073357439	CHM13v2.0	92177463	95779143	1287	136446	7914	853439	11798189	106181168	4299	243161.6	0.943230288905501	0.9273070483069089	-0.001456675405543062	-0.15467362693775133	0.19155545902883497	17.1205539351721
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p36.11	23600000	27600000	1882	144889	13292	1022749	12018119	127263108	6003	247695.53	False	1.2989253842596746	1.2996346122069051	CHM13v2.0	23434574	27441306	1399	107429	8381	759225	8854397	94473292	4717	182490.73	1.3022554431298812	1.103888834008364	-0.0033300588702065426	-0.2563702973673587	0.19574577819854122	15.06160088073878
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p36.12	20100000	23600000	1702	137370	11868	941599	12060623	117156392	5138	248570.34	False	1.2389895901579675	1.260409155064948	CHM13v2.0	19923637	23434574	1325	106640	8434	736767	9213670	91668836	4047	189894.62	1.2424981245311328	1.1447309665063716	-0.0035085343731653396	-0.28317706629947814	0.11567818855857648	9.177828334055194
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p22.3	84400000	87900000	1212	137676	6993	918281	11554611	114259748	3712	238143.08	False	0.88032772596531	0.7615316008934084	CHM13v2.0	84240464	87743231	1025	115982	5484	771503	9706576	95991968	3158	200054.39	0.8837578244900071	0.7108203078925163	-0.0034300985246971116	-0.3896388155826713	0.050711293000892166	6.6591186684044406
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr15	15q22.32	66900000	67000000	50	5651	143	33655	446442	4187276	126	9201.187	False	0.8847991505928154	0.4248997177239638	CHM13v2.0	64721821	64821874	50	5626	133	33304	437047	4143608	125	9007.554	0.8887308922858158	0.39935142925774686	-0.003931741693000368	-0.4443654461429025	0.02554828846621693	6.012780757556158
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1q25.2	176100000	180300000	1499	161448	9195	1040294	13450429	129436804	4737	277216.75	False	0.9284723254546356	0.883884747965479	CHM13v2.0	175455343	179655381	1235	132379	6585	855860	10974305	106486844	3911	226183.44	0.9329274280663852	0.7694015376346599	-0.0044551026117495285	-0.47983149196912933	0.1144832103308191	12.952278065023282
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr20	20q13.13	47800000	51200000	1613	155066	11743	973110	13246593	121081660	5026	273013.6	False	1.0402022364670527	1.2067494938907215	CHM13v2.0	49539094	52970605	1288	123203	7661	773423	10399326	96234568	3942	214331.28	1.0454290885773885	0.9905317012811877	-0.0052268521103358	-0.5024842215383352	0.21621779260953378	17.917371724964948
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q24.13	121500000	126300000	2382	200951	14836	1340628	17008588	166797204	6080	350551.1	False	1.185363596100542	1.1066455422384136	CHM13v2.0	122630227	127427152	2045	171567	10068	1147680	14417358	142789508	4958	297143.4	1.1919541636794955	0.8772480133835214	-0.006590567578953488	-0.5559954431394898	0.22939752885489217	20.72908805026128
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q25.31	155300000	157300000	645	72056	3331	490132	6386700	60979936	2092	131630.64	False	0.8951371155767737	0.6796128389903128	CHM13v2.0	158073984	160074579	605	67167	2417	451059	5887804	56118232	1785	121348.04	0.9007399467000163	0.5358500772626198	-0.005602831123242669	-0.6259187587850823	0.14376276172769298	21.153626517897816
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q14.3	64700000	67300000	991	92336	5125	627003	7954656	78010456	2704	163945.36	True	1.0732542020447065	0.8173804591046614	CHM13v2.0	64679035	67279394	861	79671	3830	539104	6770393	67074048	2304	139538.19	1.0806943555371464	0.7104380601887577	-0.007440153492439983	-0.6932331108758127	0.10694239891590374	13.083552184871882
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11p11.2	43400000	48800000	2078	188289	12718	1321226	15849106	164400316	6221	326648.88	True	1.1036226226704693	0.9625908058121776	CHM13v2.0	43555411	48958062	1598	143697	8359	1004084	12004150	124934148	4804	247408.72	1.1120621864061184	0.8325000697152828	-0.008439563735649136	-0.7647146372577573	0.1300907360968948	13.514645611759391
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q13.13	51100000	54500000	1471	138497	9970	889156	11756031	110630452	4659	242292.73	False	1.0621168689574503	1.1212880529400915	CHM13v2.0	51062917	54466577	1179	110125	6698	708232	9330693	88117172	3762	192306.81	1.0706015891032916	0.9457352957787845	-0.00848472014584134	-0.7988499565184215	0.17555275716130703	15.656347777985868
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1q25.3	180300000	185800000	1772	205576	10344	1371579	18169575	170649692	6064	374482.88	False	0.8619683231505624	0.7541672772767737	CHM13v2.0	179655381	185154686	1504	172611	7551	1154879	15173285	143687128	5086	312724.12	0.8713233803175927	0.6538347307380254	-0.009355057167030334	-1.0853133364387313	0.10033254653874824	13.303752305594529
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q24.11	108600000	111300000	1099	82421	8366	634032	6717944	78893520	3695	138456.9	False	1.3333980417612017	1.3194917606682313	CHM13v2.0	108574599	111279651	894	66218	5398	502556	5393733	62532576	2819	111165.28	1.3500860793137817	1.0741091540047278	-0.01668803755257997	-1.2515420774533048	0.24538260666350342	18.596751717436575
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q24.31	120300000	125400000	2683	214246	20130	1464224	18634679	182333308	8861	384066.03	False	1.2522987593700698	1.3747896496710885	CHM13v2.0	120287197	125408188	2029	159961	14544	1093554	13793681	136161676	6902	284290.1	1.2684341808315778	1.3299754744621666	-0.016135421461507926	-1.2884642215587938	0.04481417520892195	3.2597114198265498
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6p23	13400000	15200000	924	77359	6560	528867	6533718	65802824	2752	134660.2	False	1.1944311586240774	1.2403874698175534	CHM13v2.0	13273264	15073193	879	72629	4743	489255	6052413	60873192	2322	124740.33	1.2102603643172838	0.9694331176993592	-0.01582920569320634	-1.3252505662562308	0.2709543521181942	21.844331606965394
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p36.23	7100000	9100000	1007	81687	7264	599182	7234735	74589796	3317	149108.28	True	1.2327542938288834	1.212319462200133	CHM13v2.0	6629068	8634052	795	63163	4868	466461	5545801	58059032	2576	114299.17	1.2586482592657093	1.0436027878000518	-0.025893965436825983	-2.100496876502489	0.1687166744000812	13.91684944939282
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6q22.2	117900000	118100000	47	7723	217	50151	697599	6239672	169	14377.578	False	0.6085717985238897	0.43269326633566624	CHM13v2.0	119084265	119285071	43	6919	139	45627	623861	5676840	140	12857.827	0.6214770920653274	0.3046441799811515	-0.012905293541437768	-2.1205868515005166	0.12804908635451473	29.59350105882612
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q23.2	101200000	103500000	850	84103	5558	588099	7376362	73168160	2754	152028.0	False	1.0106654935020154	0.9450789747984608	CHM13v2.0	101161710	103460805	734	71036	4333	494502	6186884	61523360	2308	127512.695	1.033278900839011	0.8762350809501276	-0.022613407336995683	-2.2374769379568837	0.06884389384833323	7.284459360977136
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1q24.2	167200000	170900000	1203	152613	7088	1017492	13391145	126598384	4210	275994.78	False	0.7882683650803012	0.6966148136791248	CHM13v2.0	166547042	170256335	1032	127907	5422	852844	11194595	106113240	3506	230722.73	0.8068362169388696	0.635755190867263	-0.018567851858568463	-2.3555241693197893	0.06085962281186186	8.73648128302581
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q21.3	85900000	92300000	2347	237106	15549	1644481	20392997	204623396	6880	420304.94	False	0.9898526397476234	0.9455262785036738	CHM13v2.0	87017433	93425090	2036	200481	12243	1386005	17242689	172464340	5647	355374.44	1.015557584010455	0.8833301467166423	-0.02570494426283154	-2.596845553635685	0.06219613178703143	6.577937937955447
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4p14	35800000	41200000	2310	260755	16229	1639325	23632588	203963524	8155	487073.8	False	0.8858890529424173	0.9899806322724293	CHM13v2.0	35768949	41173799	1881	206842	11376	1306858	18534707	162595372	6349	382006.94	0.9093897757708783	0.8704847810550189	-0.02350072282846105	-2.6527839745174697	0.11949585121741035	12.07052414178207
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p36.22	9100000	12500000	1908	134789	12165	989134	11578826	123090388	5851	238638.89	True	1.4155457789582235	1.2298636989528213	CHM13v2.0	8634052	12044143	1456	100149	8085	743223	8506241	92479120	4549	175315.16	1.453833787656392	1.0878296285233369	-0.03828800869816851	-2.704823063111861	0.14203407042948446	11.548765164011321
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr20	20q13.31	56400000	57800000	650	69592	5030	447771	5934991	55710664	1930	122321.04	False	0.9340154040694333	1.1233420654754327	CHM13v2.0	58177493	59578060	579	60214	4390	386049	5113661	48029948	1696	105393.02	0.9615703989105523	1.13716134480338	-0.027554994841119007	-2.95016492458946	-0.013819279327947243	-1.2301933447225188
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q11.21	47200000	51300000	1649	135155	9603	987756	11453342	122896308	4284	236053.4	False	1.2200806481447228	0.972203661633035	CHM13v2.0	46325080	51673061	1816	144367	13902	1062060	12186794	132328596	4426	251169.77	1.257905199941815	1.308965595164115	-0.0378245517970921	-3.100168161392358	-0.3367619335310801	-34.63903159605597
